id	name	barcode	instr_id	instrument_name	state	created_by	created_at
1105	120829_h804_0092_BC0TK5ACXX	C0TK5	18186	h804	Completed	24	2012-09-04 12:29:19-04
1104	120829_SN7001179_0085_AC0VWVACXX	C0VWV	44518	h1179	Completed	24	2012-09-04 11:05:58-04
1132	120911_SN802_0088_AD1849ACXX	D1849	18187	h802	Completed	24	2012-09-13 16:00:03-04
1145	120918_SN1080_0121_BC0MTBACXX	C0MTB	29089	h1080	Completed	24	2012-09-19 16:01:42-04
1089	08162012-2	08162012-2	29441	it1	Completed	24	2012-08-23 10:18:11-04
1118	08302012-1	08302012-1 	29441	it1	Completed	38	2012-09-06 15:02:29-04
1119	083022012-2	083022012-2 	29441	it1	Completed	38	2012-09-06 15:04:26-04
1262	121207_h239_0167_AC1F63ACXX	C1F63	8942	h239	Completed	24	2012-12-18 15:37:19-05
955	120316_h803_0085_BC0HW2ACXX	C0HW2	18188	h803	Failed	24	2012-03-22 14:25:56-04
833	110927_SN801_0061_AC0482ACXX	C0482	18185	h801	Completed	24	2011-09-28 11:23:37-04
862	111122_h1080_0085_BC0454ACXX	C0454	29089	h1080	Completed	24	2011-11-24 16:59:54-05
922	120209_h804_0080_BC0H94ACXX	C0H94	18186	h804	Completed	24	2012-02-22 16:40:42-05
978	120413_SN7001205_0076_AD0RU6ACXX	D0RU6	49099	h1205	Completed	24	2012-04-17 15:12:42-04
980	120418_SN801_0072_AC0M13ACXX	C0M13_1	18185	h801	Completed	24	2012-04-19 12:11:42-04
981	120413_h804_0085_AD0VC6ACXX	D0VC6	18186	h804	Completed	24	2012-04-19 12:14:48-04
1343	130305_M00753_0039_000000000-A2RJ9	A2RJ9	55199	m753	Failed	24	2013-03-15 10:01:51-04
991	120412_SN1080_0104_AC0MYGACXX	C0MYG	29089	h1080	Completed	24	2012-05-01 14:37:58-04
979	120418_SN801_0072_AC0M13ACXX_failed	C0M13	18185	h801	Failed	24	2012-04-19 12:04:58-04
1002	120517_SN7001179_0075_AC0MV0ACXX	C0MV0	44518	h1179	Completed	24	2012-05-22 13:21:05-04
1017	120525_M00146_0048_A000000000-A0F6H	A000000000-A0F6H	28979	m146	Completed	24	2012-05-30 16:28:00-04
1024	120606_SN802_0084_AC0M3TACXX	C0M3T	18187	h802	Completed	24	2012-06-12 15:06:10-04
1120	08312012-1	08312012-1 	29441	it1	Failed	38	2012-09-06 15:05:39-04
1025	120612_SN7001205_0083_AD0V4KACXX	D0V4K	49099	h1205	Completed	24	2012-06-15 12:04:32-04
1026	120615_M00146_0051_A000000000-A0F6K	A0F6K	28979	m146	Completed	24	2012-06-18 13:59:00-04
1028	120614_SN7001179_0079_AD1328ACXX	D1328	44518	h1179	Completed	24	2012-06-19 16:33:02-04
1029	120614_SN1068_0091_BC0W0AACXX	C0W0A	29090	h1068	Completed	24	2012-06-19 16:40:26-04
1030	120614_SN203_0152_BD12Y5ACXX	D12Y5	8940	h203	Completed	24	2012-06-19 16:49:48-04
1031	120614_SN801_0078_BC0M69ACXX	C0M69	18185	h801	Completed	24	2012-06-19 16:55:08-04
1032	120615_h803_0089_AD1304ACXX	D1304	18188	h803	Completed	24	2012-06-20 09:44:25-04
1033	120622_h804_0088_AC0VY9ACXX	C0VY9	18186	h804	Completed	24	2012-06-26 12:19:45-04
1014	120530_M00146_0050_A000000000-A0JJD	A000000000-A0JJD	28979	m146	Completed	24	2012-05-30 16:02:01-04
1106	120831_SN802_0087_AD183KACXX	D183K	18187	h802	Completed	24	2012-09-04 12:37:00-04
1113	120905_h803_0094_BD184RACXX	D184R	18188	h803	Completed	24	2012-09-06 11:25:30-04
1133	120907_SN1068_0097_AC0M1RACXX	C0M1R	29090	h1068	Completed	24	2012-09-13 16:17:43-04
1146	120920_SN7001205_0092_BD19L8ACXX	D19L8A	49099	h1205	Completed	24	2012-09-21 11:44:32-04
1090	08212012-1	08212012-1	29441	it1	Completed	24	2012-08-23 10:18:36-04
1207	121023_SN1068_0102_AC1CEHACXX	C1CEH	29090	h1068	Completed	24	2012-11-01 16:44:40-04
1263	121212_SN1068_0106_AD1L0GACXX	D1L0G	29090	h1068	Completed	24	2012-12-19 13:57:04-05
1027	120619_SN802_0085_BC0VY9ACXX	C0VY9_fail	18187	h802	Failed	24	2012-06-19 16:14:51-04
795	110706_I581_00036_62RV2_AP	62RV2	2828	i581	Completed	38	2011-07-07 10:24:26-04
1034	120621_M00753_0008_A000000000-A0TML_1	A0TML_1	55199	m753	Failed	24	2012-06-26 12:23:47-04
859	111118_h803_0071_AC08E3ACXX	C08E3	18188	h803	Completed	24	2011-11-21 10:57:04-05
924	120209_h203_0143_BD0PEPACXX	D0PEP	8940	h203	Completed	24	2012-02-22 16:59:02-05
993	120501_M00146_0042_AMS0009458-00300	AMS0009458_1	28979	m146	Completed	24	2012-05-01 15:46:45-04
1039	120620_h239_0155_AD1341ACXX	D1341	8942	h239	Completed	24	2012-06-26 15:15:03-04
1043	120620_M00146_0052_A000000000-A0T2T	A0T2T	28979	m146	Completed	24	2012-06-27 10:23:22-04
1044	120620_SN1080_0112_AC0VW7ACXX	C0VW7	29089	h1080	Completed	24	2012-06-27 11:00:50-04
1107	120831_SN203_0156_AC0VYCACXX_fail	C0VYC_fail	8940	h203	Failed	24	2012-09-04 12:41:49-04
1045	120601_M00753_0004_A000000000-A0T3W-1	A0T3W-1	55199	m753	Completed	24	2012-06-27 12:03:34-04
1053	120711_SN1068_0092_AC0T07ACXX	C0T07	29090	h1068	Completed	24	2012-07-16 13:50:37-04
1051	120712_M00146_0055_A000000000-A1037	A1037	28979	m146	Completed	24	2012-07-16 13:21:54-04
1052	120713_SN7001205_0085_AD10M2ACXX	D10M2	49099	h1205	Completed	24	2012-07-16 13:35:13-04
1073	120803_M00146_0058_A000000000-A13HR	A13HR	28979	m146	Completed	24	2012-08-09 16:49:09-04
1114	120905_SN1080_0117_BC0TFVACXX	C0TFV	29089	h1080	Completed	24	2012-09-06 11:27:03-04
1134	120907_SN7001179_0086_BD181MACXX	D181M	44518	h1179	Completed	24	2012-09-13 16:19:40-04
1147	120920_SN7001205_0091_AC0LYGACXX	C0LYG	49099	h1205	Completed	24	2012-09-21 11:52:40-04
1091	08212012-2	08212012-2	29441	it1	Completed	24	2012-08-23 10:19:09-04
1121	08312012-2	08312012-2 	29441	it1	Completed	38	2012-09-06 15:08:59-04
1046	120628_M00146_0054_A000000000-A0YEN	A0YEN	28979	m146	Completed	24	2012-07-03 14:14:43-04
1047	120628_SN7001205_0084_BC0M2NACXX	C0M2N	49099	h1205	Completed	24	2012-07-05 12:54:26-04
1048	120706_M00753_0010_A000000000-A0YJU	A0YJU	55199	m753	Completed	24	2012-07-09 15:21:50-04
1050	120711_M00753_0011_A000000000-A0TBL	A0TBL	55199	m753	Completed	24	2012-07-16 13:19:15-04
1200	121025_SN203_0165_BC1FCCACXX	C1FCC	8940	h203	Completed	24	2012-10-31 11:53:34-04
1265	121221_SN7001179_0101_BH02NAADXX	H02NA	44518	h1179	Completed	24	2013-01-02 10:48:24-05
797	110706_SN803_0061_BC02B0ACXX	C02B0	18188	h803	Completed	38	2011-07-07 14:14:27-04
891	111208_M00146_0017_AMS0004967-00300	AMS0004967	28979	m146	Completed	24	2012-01-12 09:53:04-05
925	120202_h203_0141_AD0R0YACXX	D0R0Y	8940	h203	Completed	24	2012-02-22 17:01:23-05
994	120501_h804_0086_AD0VN0ACXX	D0VN0	18186	h804	Completed	24	2012-05-01 15:57:35-04
1054	120621_M00753_0008_A000000000-A0TML-1	A0TML-1	55199	m753	Completed	24	2012-07-16 14:12:49-04
1061	120627_M00146_0053_A000000000-A0YEL	A0YEL	28979	m146	Completed	24	2012-07-19 14:10:22-04
1062	120718_SN203_0153_AC0M48ACXX	C0M48	8940	h203	Completed	24	2012-07-23 15:29:09-04
1064	120718_SN7001179_0081_BC0THLACXX	C0THL	44518	h1179	Completed	24	2012-07-25 11:32:56-04
1068	120719_h804_0090_AC0TKBACXX	C0TKB	18186	h804	Completed	24	2012-07-26 10:57:30-04
1065	120720_SN801_0079_BD10KYACXX	D10KY	18185	h801	Completed	24	2012-07-25 16:19:36-04
1067	120724_SN7001205_0086_BC0TFWACXX	C0TFW	49099	h1205	Completed	24	2012-07-26 10:44:42-04
1066	120725_M00753_0012_A000000000-A1HF7	A1HF7	55199	m753	Completed	24	2012-07-25 16:44:46-04
1092	120730_M00753_0014_A000000000-A1309	A1309	55199	m753	Completed	24	2012-08-23 10:26:30-04
1081	120803_M00753_0015_A000000000-A12AB	A12AB	55199	m753	Completed	24	2012-08-16 16:32:54-04
1108	120829_SN1068_0096_BC0THHACXX	C0THH	29090	h1068	Completed	24	2012-09-04 12:43:52-04
1140	120905_SN7001205_0089_AC0W0DACXX	C0W0D	49099	h1205	Completed	24	2012-09-17 14:01:59-04
1122	120906_h804_0093_AC12P9ACXX	C12P9	18186	h804	Completed	24	2012-09-06 16:03:41-04
1148	120921_M00146_0001_000000000-A1MG6	A1MG6	28979	m146	Completed	24	2012-09-21 12:50:30-04
1135	120913_h239_0158_AD17MEACXX	D17ME	8942	h239	Completed	24	2012-09-13 16:27:32-04
1055	06302012-2	06302012-2 	29441	it1	Completed	38	2012-07-17 11:44:13-04
1056	07072012-1	07072012-1 	29441	it1	Completed	38	2012-07-17 11:48:16-04
1057	07072012-2	07072012-2 	29441	it1	Completed	38	2012-07-17 11:49:29-04
1058	07112012-1	07112012-1 	29441	it1	Completed	38	2012-07-17 11:51:16-04
1059	07112012-2	07112012-2 	29441	it1	Completed	38	2012-07-17 11:52:59-04
1060	120706_SN7001179_0080_BD131PACXX	D131P	44518	h1179	Completed	24	2012-07-17 15:32:09-04
1199	121025_SN7001179_0094_AD15LGACXX	D15LG	44518	h1179	Completed	24	2012-10-31 11:46:09-04
1063	120718_SN7001179_0081_BC0THLACXX_fail	C0THL_fail	44518	h1179	Failed	24	2012-07-25 11:31:03-04
1266	121221_M00753_0025_000000000-A1UJN	A1UJN	55199	m753	Completed	24	2013-01-02 10:49:46-05
823	110916_SN801_0059_BD08A6ACXX	D08A6	18185	h801	Completed	24	2011-09-26 14:45:16-04
888	120106_h1080_0090_AC0E11ACXX	C0E11	29089	h1080	Completed	24	2012-01-10 15:37:03-05
927	120215_SN1068_0082_BC0GKHACXX	C0GKH	29090	h1068	Completed	24	2012-02-23 10:30:34-05
1267	130103_h239_0168_AC1JPWACXX	C1JPW	8942	h239	Completed	24	2013-01-03 15:53:20-05
996	120502_SN801_0073_BD0C7WACXX	D0C7W	18185	h801	Completed	24	2012-05-03 14:23:18-04
1069	120718_SN1080_0113_AD10R8ACXX	D10R8	29089	h1080	Completed	24	2012-07-26 11:17:48-04
1070	120719_h803_0091_AD132CACXX	D132C	18188	h803	Completed	24	2012-07-26 11:22:04-04
1071	120724_SN1068_0093_BD0Y2DACXX	D0Y2D	29090	h1068	Completed	24	2012-07-26 11:27:58-04
1072	120727_M00753_0013_A000000000-A1A77	A1A77	55199	m753	Completed	24	2012-07-27 15:43:52-04
1109	120831_SN203_0156_AC0VYCACXX_fail_2	C0VYC_fail_2	8940	h203	Failed	24	2012-09-04 12:46:17-04
1076	120808_SN1068_0094_AC078AACXX	C078A	29090	h1068	Completed	24	2012-08-10 10:50:11-04
1123	120831_SN203_0156_AC0VYCACXX	C0VYC	8940	h203	Completed	24	2012-09-06 16:04:55-04
1117	120905_SN7001205_0090_BC0LJGACXX	C0LJG	49099	h1205	Completed	24	2012-09-06 11:35:58-04
1136	120912_SN203_0159_BC12P6ACXX	C12P6	8940	h203	Completed	24	2012-09-13 16:35:30-04
1157	120918_h803_0095_BD1828ACXX	D1828	18188	h803	Completed	24	2012-10-02 15:20:23-04
1149	120921_M00753_0026_000000000-A1MNA	A1MNA	55199	m753	Completed	24	2012-09-21 16:57:01-04
1153	120925_M00146_0003_000000000-A1MHT	A1MHT	28979	m146	Completed	24	2012-09-28 13:39:00-04
1152	120925_SN1068_0099_AD0V56ACXX	D0V56	29090	h1068	Completed	24	2012-09-28 13:34:50-04
1151	120926_SN7001179_0090_BC14A5ACXX	C14A5	44518	h1179	Completed	24	2012-09-28 13:33:05-04
1155	120928_M00146_0004_000000000-A1MN8	A1MN8	28979	m146	Completed	24	2012-09-28 15:32:53-04
1156	120928_SN802_0090_AD19G2ACXX	D19G2	18187	h802	Completed	24	2012-09-28 15:41:47-04
1093	08252012-1	08252012-1 	29441	it1	Completed	38	2012-08-27 14:36:16-04
1203	121027_M00146_0008_000000000-A1WBK	A1WBK	28979	m146	Completed	24	2012-10-31 12:29:41-04
1154	120927_h804_0095_BC14E1ACXX	C14E1	18186	h804	Failed	24	2012-09-28 13:56:47-04
824	110916_SN804_0065_BC047VACXX	C047V	18186	h804	Completed	24	2011-09-26 14:50:51-04
890	120110_h1068_0075_AD0DDJACXX	D0DDJ	29090	h1068	Completed	24	2012-01-10 16:27:07-05
938	120229_h804_0082_BD0TKAACXX	D0TKA	18186	h804	Completed	24	2012-03-02 17:24:04-05
997	120412_h1179_0073_BC075RACXX	C075R	44518	h1179	Completed	24	2012-05-11 09:43:38-04
1080	120813_h239_0156_AC0TG4ACXX	C0TG4	8942	h239	Completed	38	2012-08-14 11:41:12-04
1127	120911_SN801_0081_AC12PCACXX	C12PC	18185	h801	Completed	24	2012-09-13 13:41:09-04
1160	120928_M00753_0001_000000000-A1MDG	A1MDG	55199	m753	Completed	24	2012-10-03 11:55:49-04
1163	121002_h239_0160_AC14DHACXX	C14DH	8942	h239	Completed	24	2012-10-03 12:28:55-04
1164	121002_h239_0161_BC14DLACXX	C14DL	8942	h239	Completed	24	2012-10-03 12:32:20-04
1159	121002_M00146_0005_000000000-A1PD1	A1PD1	28979	m146	Completed	24	2012-10-03 11:54:35-04
1158	121002_M00753_0002_000000000-A1MGP	A1MGP	55199	m753	Completed	24	2012-10-03 11:52:32-04
1162	121002_SN801_0083_AD19KPACXX	D19KP	18185	h801	Completed	24	2012-10-03 12:26:33-04
1165	121003_M00753_0003_000000000-A1PCW	A1PCW	55199	m753	Completed	24	2012-10-04 12:25:21-04
1168	121003_SN1080_0122_AC14D3ACXX	C14D3	29089	h1080	Completed	24	2012-10-04 12:48:45-04
1167	121003_SN7001205_0093_AC14EGACXX	C14EG	49099	h1205	Completed	24	2012-10-04 12:47:40-04
1166	121003_SN7001205_0095_BC149CACXX	C149C	49099	h1205	Completed	24	2012-10-04 12:45:50-04
1171	121004_h803_0099_BC14EJACXX	C14EJ	18188	h803	Completed	24	2012-10-09 10:26:19-04
1169	121004_SN203_0160_AD19GFACXX	D19GF	8940	h203	Completed	24	2012-10-09 10:17:30-04
1170	121004_SN203_0161_BD19LWACXX	D19LW	8940	h203	Completed	24	2012-10-09 10:21:30-04
1206	121031_h239_0164_AC1F4JACXX	C1F4J	8942	h239	Completed	24	2012-11-01 16:39:53-04
1269	130104_M00146_0006_000000000-A2B85	A2B85	28979	m146	Completed	24	2013-01-07 09:37:24-05
1268	130103_h803_0106_AD1KWKACXX	D1KWK	18188	h803	Completed	24	2013-01-03 16:01:32-05
826	110913_h239_0127_AC0101ACXX	C0101	8942	h239	Completed	24	2011-09-26 15:07:58-04
892	120110_M00146_0019_AMS0005406-00300	AMS0005406	28979	m146	Completed	24	2012-01-12 13:44:21-05
942	120306_SN1080_0102_BD0RU4ACXX	D0RU4	29089	h1080	Completed	24	2012-03-07 10:13:42-05
1161	121002_SN801_0084_BD19KHACXX	D19KH	18185	h801	Failed	24	2012-10-03 12:11:16-04
999	120517_M00146_0045_AMS0009444-00300	AMS0009444	28979	m146	Completed	24	2012-05-22 12:52:16-04
1084	120815_SN7001179_0084_BC0MU0ACXX	C0MU0	44518	h1179	Completed	24	2012-08-22 14:47:54-04
1177	120817_M00753_0017_A000000000-A1JUU	A1JUU	55199	m753	Completed	24	2012-10-11 10:59:02-04
1176	120822_M00753_0019_A000000000-A17VH	A17VH	55199	m753	Completed	24	2012-10-11 10:57:12-04
1129	120911_SN801_0082_BC12PRACXX	C12PR	18185	h801	Completed	24	2012-09-13 14:10:15-04
1172	121004_h803_0098_AC14CCACXX	C14CC	18188	h803	Completed	24	2012-10-09 10:28:50-04
1174	121004_M00753_0004_000000000-A1MG2	A1MG2	55199	m753	Completed	24	2012-10-11 09:34:29-04
1180	121004_SN1068_0100_BC1525ACXX	C1525	29090	h1068	Completed	24	2012-10-11 15:50:43-04
1173	121004_SN1080_0123_BD1A5EACXX	D1A5E	29089	h1080	Completed	24	2012-10-09 10:31:34-04
1270	130103_M00753_0026_000000000-A27HJ	A27HJ	55199	m753	Completed	24	2013-01-07 09:41:27-05
1175	121005_h804_0096_AD0V4NACXX	D0V4N	18186	h804	Completed	24	2012-10-11 10:00:29-04
1179	121010_SN7001179_0091_AC0VWMACXX	C0VWM	44518	h1179	Completed	24	2012-10-11 11:03:00-04
1178	121010_SN7001179_0092_BD1DCCACXX	D1DCC	44518	h1179	Completed	24	2012-10-11 11:01:39-04
1184	121011_SN802_0091_AD1DDBACXX	D1DDB	18187	h802	Completed	24	2012-10-11 16:20:23-04
1182	121011_SN802_0092_BD1GGEACXX	D1GGE	18187	h802	Completed	24	2012-10-11 15:54:53-04
1185	121012_M00146_0007_000000000-A1MGU	A1MGU	28979	m146	Completed	24	2012-10-15 09:31:15-04
1205	121101_M00753_0009_000000000-A1U34	A1U34	55199	m753	Completed	24	2012-11-01 16:29:32-04
1181	121011_SN802_0092_BD1GGEACXX_fail	D1GGE_fail	18187	h802	Failed	24	2012-10-11 15:51:59-04
828	110921_SN803_0067_AD084PACXX	D084P	18188	h803	Completed	24	2011-09-26 15:46:03-04
1183	121010_h804_0097_BC18HGACXX	C18HG	18186	h804	Failed	24	2012-10-11 16:08:34-04
894	120113_h239_0139_AD0DDGACXX	D0DDG	8942	h239	Completed	24	2012-01-17 18:08:48-05
944	120306_M00146_0033_AMS0000517-00050	AMS0000517	28979	m146	Completed	24	2012-03-07 10:45:07-05
1000	05032012-1	05032012-1	29441	it1	Completed	24	2012-05-22 12:54:23-04
1083	120820_M00753_0018_A000000000-A12AF	A12AF	55199	m753	Completed	24	2012-08-21 14:34:38-04
1128	120911_SN802_0089_BD182YACXX	D182Y	18187	h802	Completed	24	2012-09-13 14:00:58-04
1189	121010_M00146_0006_000000000-A1MGL	A1MGL	28979	m146	Completed	24	2012-10-18 14:49:41-04
1271	130107_M00753_0027_000000000-A2BG9	A2BG9	55199	m753	Failed	24	2013-01-07 12:21:01-05
1186	121012_SN1068_0101_AD1DDHACXX	D1DDH	29090	h1068	Completed	24	2012-10-15 09:39:02-04
1187	121016_h239_0162_AC0K13ACXX	C0K13	8942	h239	Completed	24	2012-10-17 11:45:20-04
1188	121016_h239_0163_BD1DCBACXX	D1DCB	8942	h239	Completed	24	2012-10-17 11:51:52-04
1193	121017_SN1080_0124_BD1GREACXX	D1GRE	29089	h1080	Completed	38	2012-10-23 11:48:32-04
1192	121018_h803_0100_BD1DDDACXX	D1DDD	18188	h803	Completed	24	2012-10-19 16:36:56-04
1191	121018_SN203_0164_AC1EV2ACXX	C1EV2	8940	h203	Completed	24	2012-10-19 16:33:32-04
1190	121019_M00753_0007_000000000-A1UG9	A1UG9	55199	m753	Completed	24	2012-10-19 16:30:30-04
1212	121105_M00753_0012_000000000-A1UD2	A1UD2	55199	m753	Failed	24	2012-11-15 10:46:52-05
1194	121023_SN1068_0103_BC1F5EACXX	C1F5E	29090	h1068	Completed	24	2012-10-24 17:02:00-04
1195	121023_SN7001179_0093_BD19K7ACXX	D19K7	44518	h1179	Completed	24	2012-10-24 17:04:54-04
1196	121025_SN802_0093_BC12PVACXX	C12PV	18187	h802	Completed	38	2012-10-26 14:04:57-04
1197	121026_SN1080_0125_AC1FBLACXX	C1FBL	29089	h1080	Completed	38	2012-10-26 16:51:16-04
1208	121102_M00753_0010_000000000-A1WA6	A1WA6	55199	m753	Completed	24	2012-11-02 16:42:31-04
1218	121106_SN1068_0104_BC1FC6ACXX	C1FC6	29090	h1068	Completed	24	2012-11-15 11:44:53-05
1213	121107_M00753_0013_000000000-A2FMJ	A2FMJ	55199	m753	Completed	24	2012-11-15 10:47:50-05
1211	121108_SN801_0088_AC1F6AACXX	C1F6A	18185	h801	Completed	24	2012-11-12 15:53:47-05
1210	121109_M00753_0014_000000000-A2G5W	A2G5W	55199	m753	Completed	24	2012-11-12 15:41:51-05
1209	121109_SN203_0166_AC1BVLACXX	C1BVL	8940	h203	Completed	38	2012-11-09 13:54:09-05
1216	121109_SN7001179_0095_AC1BHDACXX	C1BHD	44518	h1179	Completed	24	2012-11-15 11:25:45-05
1215	121109_SN7001179_0096_BD1KMFACXX	D1KMF	44518	h1179	Completed	24	2012-11-15 11:20:06-05
1217	121106_SN1068_0104_BC1FC6ACXX_fail	C1FC6_fail	29090	h1068	Failed	24	2012-11-15 11:42:06-05
895	120113_h802_0075_AC0C75ACXX	C0C75	18187	h802	Completed	24	2012-01-17 18:11:51-05
948	120217_M00146_0029_AMS0009471-00300	AMS0009471	28979	m146	Completed	24	2012-03-07 11:53:32-05
1004	120511_SN1080_0107_AD0VMLACXX	D0VML	29089	h1080	Completed	24	2012-05-22 13:30:56-04
1100	120824_h803_0092_BC0MU6ACXX	C0MU6	18188	h803	Completed	24	2012-08-28 13:20:44-04
1130	120912_h804_0094_BD181GACXX	D181G	18186	h804	Completed	24	2012-09-13 14:17:00-04
1230	09102012-2	09102012-2	29441	it1	Completed	38	2012-11-22 13:59:06-05
1231	09252012-1	09252012-1	29441	it1	Completed	38	2012-11-22 14:05:36-05
1229	11022012-2	11022012-2	29441	it1	Completed	38	2012-11-19 12:29:56-05
1214	121103_M00753_0011_000000000-A1UN7	A1UN7	55199	m753	Completed	24	2012-11-15 10:48:56-05
1220	121106_h803_0102_AC1F54ACXX	C1F54	18188	h803	Completed	24	2012-11-15 12:17:38-05
1272	130109_SN801_0093_AC1G4FACXX	C1G4F	18185	h801	Completed	24	2013-01-10 14:19:27-05
1232	121106_h803_0103_BD1KJBACXX	D1KJB	18188	h803	Completed	24	2012-11-22 16:17:39-05
1219	121107_SN1080_0127_BC1C4UACXX	C1C4	29089	h1080	Completed	24	2012-11-15 11:58:08-05
1225	121108_SN801_0087_BC1F7MACXX	C1F7M	18185	h801	Completed	24	2012-11-15 13:04:38-05
1227	121108_SN802_0094_AD1DD8ACXX	D1DD8	18187	h802	Completed	24	2012-11-15 13:10:28-05
1228	121108_SN802_0095_BC1B0UACXX	C1B0U	18187	h802	Completed	24	2012-11-15 13:15:47-05
1226	121112_M00753_0015_000000000-A2G45	A2G45	55199	m753	Completed	24	2012-11-15 13:07:07-05
1223	121113_h239_0165_AD1KJ5ACXX	D1KJ5	8942	h239	Completed	24	2012-11-15 12:43:43-05
1224	121113_h239_0166_BC0P3WACXX	C0P3W	8942	h239	Completed	24	2012-11-15 12:53:38-05
1222	121114_M00146_0001_000000000-A2G69	A2G69	28979	m146	Completed	24	2012-11-15 12:23:53-05
1221	121114_M00753_0016_000000000-A2G9D	A2G9D	55199	m753	Completed	24	2012-11-15 12:21:29-05
1254	121127_M00753_0020_000000000_A1JYT	A1JYT	55199	m753	Completed	38	2012-12-04 10:44:14-05
831	110915_SN203_0123_AC00R9ACXX	C00R9	8940	h203	Completed	24	2011-09-28 11:15:18-04
897	120113_h1080_0091_BD0JH4ACXX	D0JH4	29089	h1080	Completed	24	2012-01-17 18:19:21-05
952	120315_M00146_0037_AMS0009460-00300	AMS0009460	28979	m146	Completed	24	2012-03-15 15:23:57-04
1007	120522_M00146_0047_A000000000-A0JMR	A000000000-A0JMR	28979	m146	Completed	24	2012-05-28 12:56:55-04
1245	120201_h803_0080_AD0JHUACXX	D0JHU	18188	h803	Completed	24	2012-11-27 14:45:43-05
1244	120202_h239_0141_AD0P4LACXX	D0P4L	8942	h239	Completed	24	2012-11-27 14:43:17-05
1101	120824_SN7001205_0088_BD10J0ACXX	D10J0	49099	h1205	Completed	24	2012-08-28 13:43:55-04
1131	120912_SN1080_0118_AD17MGACXX	D17MG	29089	h1080	Completed	24	2012-09-13 14:27:36-04
1242	121109_SN7001205_0106_AH03JTADXX	H03JT	49099	h1205	Completed	24	2012-11-27 11:52:04-05
1241	121109_SN7001205_0107_BH048TADXX	H048T	49099	h1205	Completed	24	2012-11-27 11:51:06-05
1234	121114_h804_0102_AC1493ACXX	C1493	18186	h804	Completed	24	2012-11-23 11:49:35-05
1247	121116_M00753_0017_000000000-A2FMF	A2FMF	55199	m753	Completed	24	2012-11-27 16:39:25-05
1273	130110_SN804_0104_AD1NPCACXX	D1NPC	18186	h804	Completed	24	2013-01-10 14:32:34-05
1233	121121_M00753_0018_000000000-A1CMG	A1CMG	55199	m753	Completed	24	2012-11-22 16:52:40-05
1238	121122_SN801_0089_AD1KTBACXX	D1KTB	18185	h801	Completed	24	2012-11-23 13:02:49-05
1237	121122_SN801_0090_BC1FKGACXX	C1FKG	18185	h801	Completed	24	2012-11-23 12:59:35-05
1236	121122_SN802_0096_AD1DCGACXX	D1DCG	18187	h802	Completed	24	2012-11-23 12:16:13-05
1235	121122_SN802_0097_BC1DE2ACXX	C1DE2	18187	h802	Completed	24	2012-11-23 11:55:19-05
1246	121123_M00753_0019_000000000-A1BW4	A1BW4	55199	m753	Completed	24	2012-11-27 16:37:37-05
1243	121123_SN1068_0105_BC0PJLACXX	C0PJL	29090	h1068	Completed	24	2012-11-27 13:50:48-05
1253	121129_M00146_0003_000000000_A1UEE	A1UEE	28979	m146	Completed	38	2012-12-03 14:44:08-05
1249	121128_SN203_0167_BC1FGFACXX_fail	C1FGF_fail	8940	h203	Failed	24	2012-11-28 15:53:50-05
1248	121128_M00753_0021_000000000-A2G60_fail	A2G60_fail	55199	m753	Failed	24	2012-11-28 15:28:39-05
832	110923_SN393_0189_AD04WLACXX	D04WL	12299	h393	Completed	24	2011-09-28 11:19:09-04
1250	11302012-1	HJXS5	29441	it1	Completed	38	2012-11-30 15:27:26-05
900	120120_h1068_0076_BD0MG8ACXX	D0MG8	29090	h1068	Completed	24	2012-01-23 09:35:17-05
957	120323_h804_0083_AC0MF1ACXX	C0MF1	18186	h804	Completed	24	2012-03-27 15:36:23-04
1009	120524_SN1080_0108_AD1327ACXX	D1327	29089	h1080	Completed	24	2012-05-28 13:07:19-04
1095	120827_M00753_0021_A000000000-A15HM	A15HM	55199	m753	Completed	24	2012-08-27 18:18:46-04
1142	120914_SN1068_0098_BC12LTACXX	C12LT	29090	h1068	Completed	24	2012-09-17 14:37:52-04
1239	11262012-1	QAMWB	29441	it1	Completed	38	2012-11-27 09:47:19-05
1240	11262012-2	QW3ZC	29441	it1	Completed	38	2012-11-27 09:49:10-05
1264	121205_SN802_0098_AC0M3HACXX	C0M3H	18187	h802	Completed	38	2012-12-19 14:41:24-05
1274	130110_M00753_0028_000000000-A2B97	A2B97	55199	m753	Completed	24	2013-01-10 16:24:59-05
1277	130111_M00753_0029_000000000-A1UGE	A1UGE	55199	m753	Completed	24	2013-01-14 11:33:48-05
1280	130118_M00753_0031_000000000-A1U3K	A1U3K	55199	m753	Completed	24	2013-01-21 09:46:17-05
1281	130116_M00753_0030_000000000-A1UMC	A1UMC	55199	m753	Completed	24	2013-01-21 09:51:46-05
1276	130111_SN802_0102_AD1KY4ACXX	D1KY4	18187	h802	Completed	24	2013-01-11 16:54:44-05
1286	130121_SN7001205_0112_BH075BADXX	H075B	49099	h1205	Completed	24	2013-01-22 10:16:53-05
1278	130111_SN203_0168_AC1E18ACXX	C1E18	8940	h203	Completed	24	2013-01-14 11:38:43-05
1279	130111_SN203_0169_BD1NM7ACXX	D1NM7	8940	h203	Completed	24	2013-01-14 11:41:27-05
1290	01182012-2	65G5A	29441	it1	Completed	38	2013-01-25 15:23:27-05
